Date,Time,Latitude,Longitude,Channel,RSSI,Adjusted Value,Antenna Gain,Cable Loss
06/10/2026,09:40:19:693,38.840557,-76.975367,1,-124.39,-124.39,0,0,
06/10/2026,09:40:19:748,38.840557,-76.975367,1,-125.28,-125.28,0,0,
06/10/2026,09:40:19:788,38.840557,-76.975367,1,-125.25,-125.25,0,0,
06/10/2026,09:40:19:817,38.840557,-76.975367,1,-123.99,-123.99,0,0,
06/10/2026,09:40:19:867,38.840557,-76.975367,1,-127.07,-127.07,0,0,
06/10/2026,09:40:19:901,38.840557,-76.975367,1,-126.69,-126.69,0,0,
06/10/2026,09:40:19:968,38.840557,-76.975367,1,-125.12,-125.12,0,0,
06/10/2026,09:40:19:993,38.840557,-76.975367,1,-126.59,-126.59,0,0,
06/10/2026,09:40:20:050,38.840557,-76.975367,1,-123.24,-123.24,0,0,
06/10/2026,09:40:20:118,38.840557,-76.975367,1,-126,-126,0,0,
06/10/2026,09:40:20:203,38.840557,-76.975367,1,-127.33,-127.33,0,0,
06/10/2026,09:40:20:306,38.840557,-76.975367,1,-123.32,-123.32,0,0,
06/10/2026,09:40:20:488,38.840557,-76.975367,1,-125.21,-125.21,0,0,
06/10/2026,09:40:20:690,38.840557,-76.975367,1,-123.05,-123.05,0,0,
06/10/2026,09:40:20:902,38.840557,-76.975367,1,-125.08,-125.08,0,0,
06/10/2026,09:40:21:111,38.840557,-76.975367,1,-127.29,-127.29,0,0,
06/10/2026,09:40:21:355,38.840557,-76.975367,1,-124.87,-124.87,0,0,
06/10/2026,09:40:21:621,38.840557,-76.975367,1,-127.03,-127.03,0,0,
06/10/2026,09:40:21:749,38.840557,-76.975367,1,-125.38,-125.38,0,0,
06/10/2026,09:40:21:998,38.840557,-76.975367,1,-126.41,-126.41,0,0,
06/10/2026,09:40:22:180,38.840557,-76.975367,1,-126.28,-126.28,0,0,
06/10/2026,09:40:22:401,38.840557,-76.975367,1,-128.43,-128.43,0,0,
06/10/2026,09:40:22:738,38.840557,-76.975367,1,-126.83,-126.83,0,0,
06/10/2026,09:40:22:870,38.840557,-76.975367,1,-125.01,-125.01,0,0,
06/10/2026,09:40:23:029,38.840557,-76.975367,1,-125.62,-125.62,0,0,
06/10/2026,09:40:23:337,38.840557,-76.975367,1,-125.62,-125.62,0,0,
06/10/2026,09:40:23:667,38.840557,-76.975367,1,-124.58,-124.58,0,0,
06/10/2026,09:40:23:935,38.840557,-76.975367,1,-126.76,-126.76,0,0,
06/10/2026,09:40:24:183,38.840557,-76.975367,1,-125.55,-125.55,0,0,
06/10/2026,09:40:24:325,38.840557,-76.975367,1,-125.65,-125.65,0,0,
06/10/2026,09:40:24:415,38.840557,-76.975367,1,-127.3,-127.3,0,0,
06/10/2026,09:40:24:577,38.840557,-76.975367,1,-125.86,-125.86,0,0,
06/10/2026,09:40:24:706,38.840557,-76.975367,1,-125.65,-125.65,0,0,
06/10/2026,09:40:24:923,38.840557,-76.975367,1,-126.99,-126.99,0,0,
06/10/2026,09:40:25:227,38.840557,-76.975367,1,-126.35,-126.35,0,0,
06/10/2026,09:40:25:628,38.840557,-76.975367,1,-126.88,-126.88,0,0,
06/10/2026,09:40:25:776,38.840557,-76.975367,1,-124.72,-124.72,0,0,
06/10/2026,09:40:25:974,38.840557,-76.975367,1,-126.11,-126.11,0,0,
06/10/2026,09:40:26:126,38.840557,-76.975367,1,-124.27,-124.27,0,0,
06/10/2026,09:40:26:308,38.840557,-76.975367,1,-125.94,-125.94,0,0,
06/10/2026,09:40:26:397,38.840557,-76.975367,1,-125.59,-125.59,0,0,
06/10/2026,09:40:26:619,38.840557,-76.975367,1,-127.7,-127.7,0,0,
06/10/2026,09:40:26:860,38.840557,-76.975367,1,-126.19,-126.19,0,0,
06/10/2026,09:40:27:044,38.840557,-76.975367,1,-122.73,-122.73,0,0,
06/10/2026,09:40:27:235,38.840557,-76.975367,1,-125.15,-125.15,0,0,
06/10/2026,09:40:27:438,38.840557,-76.975367,1,-125.19,-125.19,0,0,
06/10/2026,09:40:27:653,38.840557,-76.975367,1,-124.99,-124.99,0,0,
06/10/2026,09:40:27:870,38.840557,-76.975367,1,-126.77,-126.77,0,0,
06/10/2026,09:40:28:078,38.840557,-76.975367,1,-125.28,-125.28,0,0,
06/10/2026,09:40:28:350,38.840557,-76.975367,1,-126.73,-126.73,0,0,
06/10/2026,09:40:28:587,38.840557,-76.975367,1,-127.23,-127.23,0,0,
06/10/2026,09:40:28:778,38.840557,-76.975367,1,-126.97,-126.97,0,0,
06/10/2026,09:40:29:174,38.840557,-76.975367,1,-114.54,-114.54,0,0,
06/10/2026,09:40:29:319,38.840557,-76.975367,1,-108.4,-108.4,0,0,
06/10/2026,09:40:29:460,38.840557,-76.975367,1,-123.99,-123.99,0,0,
06/10/2026,09:40:29:626,38.840557,-76.975367,1,-127.47,-127.47,0,0,
06/10/2026,09:40:29:861,38.840557,-76.975367,1,-124.62,-124.62,0,0,
06/10/2026,09:40:29:969,38.840557,-76.975367,1,-124.72,-124.72,0,0,
06/10/2026,09:40:30:192,38.840557,-76.975367,1,-126.82,-126.82,0,0,
06/10/2026,09:40:30:407,38.840557,-76.975367,1,-127.58,-127.58,0,0,
06/10/2026,09:40:31:519,38.840557,-76.975367,1,-127.36,-127.36,0,0,
06/10/2026,09:40:31:755,38.840557,-76.975367,1,-123.9,-123.9,0,0,
06/10/2026,09:40:31:983,38.840557,-76.975367,1,-124.68,-124.68,0,0,
06/10/2026,09:40:32:218,38.840557,-76.975367,1,-125.67,-125.67,0,0,
06/10/2026,09:40:32:424,38.840557,-76.975367,1,-126.92,-126.92,0,0,
06/10/2026,09:40:32:731,38.840557,-76.975367,1,-126.64,-126.64,0,0,
06/10/2026,09:40:33:025,38.840557,-76.975367,1,-123.95,-123.95,0,0,
06/10/2026,09:40:33:114,38.840557,-76.975367,1,-126.94,-126.94,0,0,
06/10/2026,09:40:33:272,38.840557,-76.975367,1,-127.8,-127.8,0,0,
06/10/2026,09:40:33:423,38.840557,-76.975367,1,-126.02,-126.02,0,0,
06/10/2026,09:40:33:545,38.840557,-76.975367,1,-127.93,-127.93,0,0,
06/10/2026,09:40:33:678,38.840557,-76.975367,1,-125.89,-125.89,0,0,
06/10/2026,09:40:33:787,38.840557,-76.975367,1,-126.34,-126.34,0,0,
06/10/2026,09:40:33:875,38.840557,-76.975367,1,-126.29,-126.29,0,0,
06/10/2026,09:40:34:048,38.840557,-76.975367,1,-126.64,-126.64,0,0,
06/10/2026,09:40:34:182,38.840557,-76.975367,1,-127.29,-127.29,0,0,
06/10/2026,09:40:34:407,38.840557,-76.975367,1,-125.65,-125.65,0,0,
06/10/2026,09:40:34:590,38.840557,-76.975367,1,-125.66,-125.66,0,0,
06/10/2026,09:40:34:768,38.840557,-76.975367,1,-126.95,-126.95,0,0,
06/10/2026,09:40:34:858,38.840557,-76.975367,1,-125.18,-125.18,0,0,
06/10/2026,09:40:34:955,38.840557,-76.975367,1,-125.61,-125.61,0,0,
06/10/2026,09:40:35:066,38.840557,-76.975367,1,-127.09,-127.09,0,0,
06/10/2026,09:40:35:252,38.840557,-76.975367,1,-126.2,-126.2,0,0,
06/10/2026,09:40:35:458,38.840557,-76.975367,1,-123.91,-123.91,0,0,
06/10/2026,09:40:35:663,38.840557,-76.975367,1,-126.52,-126.52,0,0,
06/10/2026,09:40:35:879,38.840557,-76.975367,1,-125.69,-125.69,0,0,
06/10/2026,09:40:36:085,38.840557,-76.975367,1,-127.19,-127.19,0,0,
06/10/2026,09:40:36:458,38.840557,-76.975367,1,-126.73,-126.73,0,0,
06/10/2026,09:40:37:388,38.840557,-76.975367,1,-126.03,-126.03,0,0,
06/10/2026,09:40:37:599,38.840557,-76.975367,1,-126.67,-126.67,0,0,
06/10/2026,09:40:37:676,38.840557,-76.975367,1,-125.43,-125.43,0,0,
06/10/2026,09:40:37:763,38.840557,-76.975367,1,-127.28,-127.28,0,0,
06/10/2026,09:40:37:845,38.840557,-76.975367,1,-126.16,-126.16,0,0,
06/10/2026,09:40:37:949,38.840557,-76.975367,1,-127.79,-127.79,0,0,
06/10/2026,09:40:38:092,38.840557,-76.975367,1,-127.78,-127.78,0,0,
06/10/2026,09:40:38:306,38.840557,-76.975367,1,-124.59,-124.59,0,0,
06/10/2026,09:40:38:420,38.840557,-76.975367,1,-128.02,-128.02,0,0,
06/10/2026,09:40:38:488,38.840557,-76.975367,1,-127.16,-127.16,0,0,
06/10/2026,09:40:38:616,38.840557,-76.975367,1,-126.54,-126.54,0,0,
06/10/2026,09:40:38:843,38.840557,-76.975367,1,-125.35,-125.35,0,0,
06/10/2026,09:40:39:048,38.840557,-76.975367,1,-127.68,-127.68,0,0,
06/10/2026,09:40:39:256,38.840557,-76.975367,1,-126.39,-126.39,0,0,
06/10/2026,09:40:39:462,38.840557,-76.975367,1,-125.77,-125.77,0,0,
06/10/2026,09:40:39:672,38.840557,-76.975367,1,-126.29,-126.29,0,0,
06/10/2026,09:40:39:908,38.840557,-76.975367,1,-125.68,-125.68,0,0,
06/10/2026,09:40:40:272,38.840557,-76.975367,1,-127.68,-127.68,0,0,
06/10/2026,09:40:40:473,38.840557,-76.975367,1,-127,-127,0,0,
06/10/2026,09:40:40:563,38.840557,-76.975367,1,-127.11,-127.11,0,0,
06/10/2026,09:40:40:730,38.840557,-76.975367,1,-126.52,-126.52,0,0,
06/10/2026,09:40:40:938,38.840557,-76.975367,1,-126.84,-126.84,0,0,
06/10/2026,09:40:41:181,38.840557,-76.975367,1,-123.68,-123.68,0,0,
06/10/2026,09:40:41:418,38.840557,-76.975367,1,-125.33,-125.33,0,0,
06/10/2026,09:40:41:640,38.840557,-76.975367,1,-126.29,-126.29,0,0,
06/10/2026,09:40:42:209,38.840557,-76.975367,1,-126.23,-126.23,0,0,
06/10/2026,09:40:42:317,38.840557,-76.975367,1,-126.02,-126.02,0,0,
06/10/2026,09:40:43:249,38.840557,-76.975367,1,-125.04,-125.04,0,0,
06/10/2026,09:40:43:842,38.840557,-76.975367,1,-127.26,-127.26,0,0,
06/10/2026,09:40:43:994,38.840557,-76.975367,1,-127.12,-127.12,0,0,
06/10/2026,09:40:44:166,38.840557,-76.975367,1,-125.73,-125.73,0,0,
06/10/2026,09:40:44:255,38.840557,-76.975367,1,-124.22,-124.22,0,0,
06/10/2026,09:40:44:403,38.840557,-76.975367,1,-126.9,-126.9,0,0,
06/10/2026,09:40:44:470,38.840557,-76.975367,1,-126.26,-126.26,0,0,
06/10/2026,09:40:44:571,38.840557,-76.975367,1,-124.39,-124.39,0,0,
06/10/2026,09:40:44:683,38.840557,-76.975367,1,-126.01,-126.01,0,0,
06/10/2026,09:40:44:750,38.840557,-76.975367,1,-125.69,-125.69,0,0,
06/10/2026,09:40:44:821,38.840557,-76.975367,1,-127.43,-127.43,0,0,
06/10/2026,09:40:44:885,38.840557,-76.975367,1,-125.41,-125.41,0,0,
06/10/2026,09:40:44:956,38.840557,-76.975367,1,-125.6,-125.6,0,0,
06/10/2026,09:40:45:050,38.840557,-76.975367,1,-125.81,-125.81,0,0,
06/10/2026,09:40:45:154,38.840557,-76.975367,1,-124.56,-124.56,0,0,
06/10/2026,09:40:45:365,38.840557,-76.975367,1,-126.65,-126.65,0,0,
06/10/2026,09:40:45:580,38.840557,-76.975367,1,-126.82,-126.82,0,0,
06/10/2026,09:40:45:829,38.840557,-76.975367,1,-122.58,-122.58,0,0,
06/10/2026,09:40:46:019,38.840557,-76.975367,1,-128.02,-128.02,0,0,
06/10/2026,09:40:46:223,38.840557,-76.975367,1,-126.67,-126.67,0,0,
06/10/2026,09:40:46:421,38.840557,-76.975367,1,-125.42,-125.42,0,0,
